"","V1","V2","V3","V4","V5","V6"
"266",472.062627336664,471.901958653794,501.923954221579,464.571400506557,512.189001184813,480.701425163661
"267",339.960756447655,338.096851971047,475.227765967864,463.675961553778,508.952924649429,503.722088359444
"268",448.058911569701,451.363797971965,451.795914157027,451.683861079712,493.660252508029,492.525135390963
"269",542.209618958845,538.385222614534,511.161854880692,512.224035534166,542.112901263587,539.553046077133
"270",481.017682408389,482.482247251003,504.122583562167,493.828578425259,517.490560416803,508.444264748132
"271",488.064045701057,484.007508718501,572.128775982307,555.506646318248,566.672541012421,555.347045673052
"272",619.422828504069,621.897651574415,588.985882956288,568.450210951134,569.915526178803,556.716902696268
"273",601.456625769713,600.625490350577,592.771811515836,566.102697861087,573.411534046572,556.106901662957
"274",487.630801014767,483.443369921187,624.618318911469,593.392986227969,592.042421053827,572.01384115213
"275",685.630157841468,682.688315875751,625.715574892759,595.318191374183,588.69432344453,569.336514498276
"276",507.756894007869,508.784889177215,580.504032440658,549.028202463467,555.294311684572,534.018687605514
"277",540.5075667734,536.065854741477,677.83771532399,645.409296146188,644.317831975341,621.123929091565
"278",629.407987099402,631.606697492078,668.8790242886,631.17311150227,626.12825211652,600.095195662154
"279",610.92311700697,607.074428245912,694.658191486598,657.40641192059,647.724279302373,621.504941945388
"280",609.256918443362,608.638367364274,670.812077185225,635.703720862717,631.0497233999,605.504696751722
"281",589.644724510597,589.357063386849,680.275195455895,636.02877879216,648.681941328727,614.862260866189
"282",597.068649551611,592.643547092357,570.460104344713,535.616448018081,560.287695691353,535.349357081707
"283",570.879363910418,572.749960861267,592.693514635026,558.431341421858,594.744620807419,567.662229379629
"284",609.280945773561,605.147049612111,627.534676719066,590.566389079208,622.834430960768,592.457101724662
"285",423.827100309728,426.998000103747,468.962696046574,437.027961714468,493.016335512924,466.20481566876
"286",461.021230414027,457.199206569824,521.649114270137,493.096423555385,554.890255738563,530.129331648755
"287",762.20010251154,759.276003871916,690.746775674068,648.0041725689,681.167134858632,643.636439125394
"288",740.179236475168,737.261555093417,747.640819003647,707.654718432339,698.403090345273,666.54191411991
"289",535.245807517563,535.142901218118,627.288440528119,586.658841316133,595.27841747128,561.485429202336
"290",456.030059413177,453.282268697015,638.657536638191,602.881951745147,622.112960316014,591.222913378227
"291",712.622812044741,708.805318549137,754.479813729963,705.109913984443,718.216030659707,674.591618277937
"292",617.860106473255,619.873068721452,730.013322986097,684.747667871267,692.685359378672,653.327367703158
"293",641.421020642754,637.804985406927,742.065044647561,707.879306839549,704.084646778202,672.749622808454
"294",575.461624935085,571.770260579402,769.567297378326,740.066303108658,726.593267449461,696.656972108276
"295",448.376411625126,452.070660848489,591.04645801141,564.759567752376,585.96152188821,557.453353712605
"296",365.84594534962,362.988481708945,604.021949814135,577.566438986345,622.299946541287,592.579285911144
"297",521.697488301324,521.423268283174,607.203906873964,578.985249109096,625.976201772061,594.332675838258
